Included,MaleRatioDiff>20,Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var
included,0.118881119,75,75,75,,2,NA,1,West et al 2015,"West, G. L., Drisdelle, B. L., Konishi, K., Jackson, J., Jolicoeur, P., & Bohbot, V. D.",NA,NA,1,NA,published,2015,"6h or more /week, previous 6 months; action video games (including first-person shooters such as Fallout 3, Borderlands 2, Counterstrike and Call of Duty and third-person shooter/adventure games such as Grand Theft Auto V, Tomb Raider (2012) and Gears of War) (reported playing an average of 17.9 (+10.44) hours per week during the past six months)","little or no action for at least 6 months, (played 0h/week of action games on average)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,N2pc task,Main effect : frequent color/response vs infrequent color/response (% correct),main,accuracy,NA,24,27,0.846153846,0.727272727,0.118881119,MeanSD,0.245930537,0.079296663,0.984615385,0.242146991,0.076875534
included,0.118881119,75,75,75,,NA,NA,1,West et al 2015,"West, G. L., Drisdelle, B. L., Konishi, K., Jackson, J., Jolicoeur, P., & Bohbot, V. D.",NA,NA,1,NA,published,2015,"6h or more /week, previous 6 months; action video games (including first-person shooters such as Fallout 3, Borderlands 2, Counterstrike and Call of Duty and third-person shooter/adventure games such as Grand Theft Auto V, Tomb Raider (2012) and Gears of War) (reported playing an average of 17.9 (+10.44) hours per week during the past six months)","little or no action for at least 6 months, (played 0h/week of action games on average)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,N2pc task,Main effect : frequent color/response vs infrequent color/response RT),main,speed,NA,24,27,0.846153846,0.727272727,0.118881119,NA,-0.176949302,0.079010675,0.984615385,-0.174227005,0.076598278
included,0,76,76,76,Same participants as in EXP1 - experimental presentation counterbalanced,2,NA,NA,West et al. 2008-EXP2,"West, G. L., Stevens, S. A., Pun, C., & Pratt, J.",NA,NA,1,NA,published,2008,"2h or more/day, 3 to 4 days or more/week, for the past 6 months; action games ( including Grand Theft Auto 3, Half-life 2, Counter-Strike, Need for Speed, Halo 3, Rainbow Six: Las Vegas, Mario Kart, and Call of Duty 3)","little or no video game usage for past 6 months; 9 participants reported no video game experience whatsoever in the past 6 months, the remaining 3 participants reported playing once/month or less and with games that were more puzzle or strategy based (e.g., Red Alert 2, Civilization IV, Age of Empires III).",NA,Younger adults,Overt,Other,top-down attention,top-down attention,Change detection (abrupt change in motion),Main effect : sensitivity (d'),main,accuracy,NA,12,12,1,1,0,Ftest,1.458309524,0.210972222,0.965517241,1.408022988,0.196673273
included,0,76,76,76,Same participants as in EXP2 - experimental presentation counterbalanced,1,NA,NA,West et al. 2008-EXP1,"West, G. L., Stevens, S. A., Pun, C., & Pratt, J.",NA,re check speed or accuracy,1,NA,published,2008,"2h or more/day, 3 to 4 days or more/week, for the past 6 months; action games ( including Grand Theft Auto 3, Half-life 2, Counter-Strike, Need for Speed, Halo 3, Rainbow Six: Las Vegas, Mario Kart, and Call of Duty 3)","little or no video game usage for past 6 months; 9 participants reported no video game experience whatsoever in the past 6 months, the remaining 3 participants reported playing once/month or less and with games that were more puzzle or strategy based (e.g., Red Alert 2, Civilization IV, Age of Empires III).",NA,Younger adults,Overt,Other,perception,perception,Temporal Order Judgment,Main effect : Point of Subjective Simultaneity (ms),main,accuracy,NA,12,12,1,1,0,Ttest,0.88589879,0.183017014,0.965517241,0.855350556,0.170612769
included,0,77,77,77,,1,NA,1,"West, Al-Aidroos & Pratt 2013","West, G. L., Al-Aidroos, N., & Pratt, J.",NA,NA,1,NA,published,2013,"3–4 days or more/week, 2h or more/each day, past 6 months; action video game (including Counter-Strike, Call of Duty: Modern Warefare, Medal of Honor, Kill Zone 2, Halo 3, God ofWar 3, Half-Life 2, Grand Theft Auto 3 and Rainbow Six: Las Vegas)",little or no exposure to video game usage in the past 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Saccadic trajectory deviation task,Main effect : accuracy - percentage of saccades that were erroneously directed to the distractor,main,accuracy,NA,14,14,1,1,0,MeanSD + Ttest,0.38938197,0.145564613,0.970873786,0.378040748,0.137208609
included,0,77,77,77,,NA,NA,1,"West, Al-Aidroos & Pratt 2013","West, G. L., Al-Aidroos, N., & Pratt, J.",NA,NA,1,NA,published,2013,"3–4 days or more/week, 2h or more/each day, past 6 months; action video game (including Counter-Strike, Call of Duty: Modern Warefare, Medal of Honor, Kill Zone 2, Halo 3, God ofWar 3, Half-Life 2, Grand Theft Auto 3 and Rainbow Six: Las Vegas)",little or no exposure to video game usage in the past 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Saccadic trajectory deviation task,Main effect : saccadic RT,main,speed,Not in the paper,14,14,1,1,0,NA,NA,NA,NA,NA,NA
included,0,77,77,77,,NA,NA,NA,"West, Al-Aidroos & Pratt 2013","West, G. L., Al-Aidroos, N., & Pratt, J.",NA,NA,1,NA,published,2013,"3–4 days or more/week, 2h or more/each day, past 6 months; action video game (including Counter-Strike, Call of Duty: Modern Warefare, Medal of Honor, Kill Zone 2, Halo 3, God ofWar 3, Half-Life 2, Grand Theft Auto 3 and Rainbow Six: Las Vegas)",little or no exposure to video game usage in the past 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Saccadic trajectory deviation task,Longitudinal comparisons : Group x Time (frist half vs second half of trials) : accuracy - percentage of targets that were erroneously directed to the distractor,main,accuracy,NA,14,14,1,1,0,NA,NA,NA,NA,NA,NA
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,Ben has a file with accuracy data from the authors. Contact authors to have RTs data : inge.wilms@psy.ku.dk,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,perception,perception,Enumeration,Main effect : ACC,main,accuracy,SENT BY EMAIL,19,12,1,1,0,NA,NA,NA,NA,NA,NA
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,perception,perception,Enumeration,Main effect : RT,main,speed,SENT BY EMAIL,19,12,1,1,0,NA,NA,NA,NA,NA,NA
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,2,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",AVERAGE 3 EFFECTS,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint Acc 50ms UNMASKED,interaction,accuracy,SENT BY EMAIL,19,12,1,1,0,NA,0.035642673,0.135985403,0.973913043,0.034712864,0.128983054
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",1,NA,3,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",AVERAGE 3 EFFECTS,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint Acc 50ms MASKED,interaction,accuracy,SENT BY EMAIL,19,12,1,1,0,MeanSD,0.661463004,0.143021901,0.973913043,0.644207447,0.135657219
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,4,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",AVERAGE 3 EFFECTS,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint Acc 100ms MASKED,interaction,accuracy,SENT BY EMAIL,19,12,1,1,0,MeanSD,0.358797493,0.138041294,0.973913043,0.349437559,0.13093308
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",1,NA,2,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint RT 50ms UNMASKED,interaction,speed,SENT BY EMAIL,19,12,1,1,0,MeanSD,0.150903824,0.136332202,0.973913043,0.146967202,0.129311996
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,3,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint RT 50ms MASKED,interaction,speed,SENT BY EMAIL,19,12,1,1,0,MeanSD,-0.021910689,0.135972655,0.973913043,-0.021339106,0.128970963
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",1,NA,4,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint RT 100ms MASKED,interaction,speed,SENT BY EMAIL,19,12,1,1,0,MeanSD,0.38017701,0.138296115,0.973913043,0.370259349,0.13117478
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,5,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",AVERAGE 3 EFFECTS,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint Acc,interaction,accuracy,SENT BY EMAIL,19,12,1,1,0,MeanSD,NA,NA,NA,NA,NA
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,5,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",AVERAGE 3 EFFECTS,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,spatial cognition,WM,Enumeration,Main effect : breakpoint RT,interaction,speed,SENT BY EMAIL,19,12,1,1,0,MeanSD,NA,NA,NA,NA,NA
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",2,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,combiTVA,Main effect : alpha (lower = better),interaction,accuracy,Table1,19,12,1,1,0,MeanSD,-0.173017846,0.136447738,0.973913043,-0.168504336,0.129421582
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",3,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,perception,perception,combiTVA,Main effect : t0 (lower = better),interaction,speed,Table1,19,12,1,1,0,MeanSD,0.281902257,0.137246668,0.973913043,0.274548285,0.130179373
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",4,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,combiTVA,Main effect : C (higher = better),interaction,speed,Table1,19,12,1,1,0,MeanSD,0.624380284,0.142252827,0.973913043,0.608092102,0.134927748
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",5,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,verbal cognition,WM,combiTVA,Main effect : K (higher = better),interaction,accuracy,Table1,19,12,1,1,0,MeanSD,0.347957576,0.137917726,0.973913043,0.338880422,0.130815876
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,verbal cognition,spatial cognition,combiTVA,Main effect : error rate,main,accuracy,Table1,19,12,1,1,0,MeanSD,NA,NA,NA,NA,NA
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,?,?,ANT: Attentional Network Test,Main effect : RT (Z),interaction,speed,NA,19,11,1,1,0,MeanSD,NA,NA,NA,NA,NA
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,NA,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,?,?,ANT: Attentional Network Test,Main effect : accuracy (Z),interaction,accuracy,NA,19,11,1,1,0,MeanSD,NA,NA,NA,NA,NA
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",6,NA,5,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,ANT: Attentional Network Test,Conflict effect (RT inc - RT cong),interaction,speed,SENT BY EMAIL,19,11,1,1,0,MeanSD,0.376050386,0.145897568,0.972972973,0.365886862,0.138117785
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,5,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,top-down attention,top-down attention,ANT: Attentional Network Test,Conflict effect (Acc inc - Acc cong),interaction,accuracy,SENT BY EMAIL,19,11,1,1,0,MeanSD,-0.529612148,0.148215487,0.972972973,-0.515298306,0.140312105
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,6,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,bottom-up attention,bottom-up attention,ANT: Attentional Network Test,Orienting effect: acc (center - orienting),interaction,accuracy,SENT BY EMAIL,19,11,1,1,0,MeanSD,-0.087617105,0.143668616,0.972972973,-0.085249076,0.136007689
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",7,NA,6,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,bottom-up attention,bottom-up attention,ANT: Attentional Network Test,Orienting effect: RT(center - orienting),interaction,speed,SENT BY EMAIL,19,11,1,1,0,MeanSD,0.181705035,0.144090949,0.972972973,0.176794089,0.136407501
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",NA,NA,7,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,bottom-up attention,bottom-up attention,ANT: Attentional Network Test,Alerting effect: acc (nocue - double),interaction,accuracy,SENT BY EMAIL,19,11,1,1,0,MeanSD,-0.404726389,0.146270727,0.972972973,-0.393787838,0.138471046
included,0,78,78,78,"Participants were divided into 3 groups : experienced (>15h/month), casual players (4–8 h/month) and non players (<2h/month). Here we don't consider casual players.",8,NA,7,"Wilms, Petersen & Vangkilde 2013","Wilms, I. L., Petersen, A., & Vangkilde, S.",NA,NA,1,NA,published,2013,"""experienced players : more than 15h/month (1 participant reported a minimum of 15h/month, the 19 others reported playing between 30-120h/month), past 6 months; action games
casual players : 4-8h/month, past 6 months; action games""","<2h/month, past 6 months; action games (7 participants reported playing <2h/month, 5 participants reported playing 0h/week of action games)",NA,Younger adults,Overt,Other,bottom-up attention,bottom-up attention,ANT: Attentional Network Test,Alerting effect: RT (nocue - double),interaction,speed,SENT BY EMAIL,19,11,1,1,0,MeanSD,-0.530773603,0.148236013,0.972972973,-0.516428371,0.140331537
included,0,79,79,79,both groups consist of the same participants as in 1A,5,NA,2,Wu & Spence 2013-EXP1B,"Wu, S., & Spence, I.",NA,NA,1,NA,published,2013,"4h or more/week for past 6 months; first-person shooter games (including Call of Duty, Counter Strike, Halo, Half-Life, Medal of Honor, and Rainbow Six)",no FPS in the past 3 years,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,dual visual search - central task,Main effect (central component of dual search) : accuracy (arcsine-transformed proportion of correct responses),main,accuracy,NA,19,17,1,1,0,Ftest,0.684186711,0.117956656,0.977777778,0.668982562,0.112772388
included,0,79,79,79,both groups consist of the same participants as in 1A,NA,NA,2,Wu & Spence 2013-EXP1B,"Wu, S., & Spence, I.",NA,NA,1,NA,published,2013,"4h or more/week for past 6 months; first-person shooter games (including Call of Duty, Counter Strike, Halo, Half-Life, Medal of Honor, and Rainbow Six)",no FPS in the past 3 years,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual visual search/central perf - reciprocal-transformed RT,Main effect (central component of dual search) : reciprocal-transformed RT,main,speed,NA,19,17,1,1,0,NA,0.568524242,0.115944272,0.977777778,0.55589037,0.11084845
included,0,79,79,79,both groups consist of the same participants as in 1A,NA,NA,3,Wu & Spence 2013-EXP1B,"Wu, S., & Spence, I.",NA,NA,1,NA,published,2013,"4h or more/week for past 6 months; first-person shooter games (including Call of Duty, Counter Strike, Halo, Half-Life, Medal of Honor, and Rainbow Six)",no FPS in the past 3 years,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Dual visual search/peripheral perf - accuracy (arcsine-transformed proportion of correct responses) -,Main effect (peripheral component of dual search) : accuracy (arcsine-transformed proportion of correct responses,main,accuracy,NA,19,17,1,1,0,NA,0.716026186,0.118575851,0.977777778,0.700114493,0.11336437
included,0,79,79,79,both groups consist of the same participants as in 1A,6,NA,3,Wu & Spence 2013-EXP1B,"Wu, S., & Spence, I.",NA,NA,1,NA,published,2013,"4h or more/week for past 6 months; first-person shooter games (including Call of Duty, Counter Strike, Halo, Half-Life, Medal of Honor, and Rainbow Six)",no FPS in the past 3 years,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,dual visual search - peripheral task,Main effect (peripheral component of dual search) : reciprocal-transformed RT,main,speed,NA,19,17,1,1,0,Ftest,0.844578412,0.121362229,0.977777778,0.825810003,0.116028284
included,0,79,79,79,both groups consist of the same participants as in 1A,NA,NA,4,Wu & Spence 2013-EXP1B,"Wu, S., & Spence, I.",NA,NA,1,NA,published,2013,"4h or more/week for past 6 months; first-person shooter games (including Call of Duty, Counter Strike, Halo, Half-Life, Medal of Honor, and Rainbow Six)",no FPS in the past 3 years,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Peripheral search alone -  accuracy (arcsine-transformed proportion of correct responses) - peripheral search alone,Main effect (peripheral search alone) : accuracy (arcsine-transformed proportion of correct responses,main,accuracy,NA,19,17,1,1,0,NA,0.472133685,0.114551084,0.977777778,0.461641826,0.109516493
included,0,79,79,79,both groups consist of the same participants as in 1A,7,NA,4,Wu & Spence 2013-EXP1B,"Wu, S., & Spence, I.",NA,NA,1,NA,published,2013,"4h or more/week for past 6 months; first-person shooter games (including Call of Duty, Counter Strike, Halo, Half-Life, Medal of Honor, and Rainbow Six)",no FPS in the past 3 years,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Peripheral search alone - reciprocal-transformed RT - peripheral search alone,Main effect (peripheral search alone) : reciprocal-transformed RT,main,speed,NA,19,17,1,1,0,Ftest,0.8705715,0.121981424,0.977777778,0.851225467,0.116620265
included,0,79,79,79,,NA,NA,NA,Wu & Spence 2013-EXP1A,"Wu, S., & Spence, I.",NA,NA,1,NA,published,2013,"4h or more/week for past 6 months; first-person shooter games (including Call of Duty, Counter Strike, Halo, Half-Life, Medal of Honor, and Rainbow Six)",no FPS in the past 3 years,NA,Younger adults,Overt,Other,perception,perception,classical Visual Search task,Main effect : 1000/RT,main,speed,NA,19,17,1,1,0,NA,0.851151105,0.121517028,0.977777778,0.832236636,0.116176279
included,0,79,79,79,,NA,NA,1,Wu & Spence 2013-EXP1A,"Wu, S., & Spence, I.",NA,NA,1,NA,published,2013,"4h or more/week for past 6 months; first-person shooter games (including Call of Duty, Counter Strike, Halo, Half-Life, Medal of Honor, and Rainbow Six)",no FPS in the past 3 years,NA,Younger adults,Overt,Other,top-down attention,top-down attention,classical Visual Search task,Main effect : accuracy (% correct transformed to 2*sin^-1*sqrt(p)),main,accuracy,NA,19,17,1,1,0,NA,NA,NA,NA,NA,NA
